time,roll,pitch
8.2187,-7.5382,40.1850
8.2288,-7.3447,37.6098
8.2377,-7.7600,45.2240
8.2477,2.0321,48.2504
8.2567,3.9499,49.5277
8.2668,5.4144,52.1075
8.2772,4.8906,46.7353
8.2859,6.2047,46.6575
8.2956,5.2469,44.3552
8.3049,4.0550,43.8378
8.3147,7.4872,43.9267
8.3243,1.5814,47.9885
8.3326,-0.7707,52.0864
8.3424,-3.3267,52.1593
8.3514,-1.8156,55.2568
8.3610,-4.8500,56.1586
8.3708,-2.5107,54.4631
8.3795,-2.2679,53.4085
8.3897,1.7443,52.1568
8.3993,3.4216,50.4983
8.4092,-1.6434,49.3810
8.4192,-1.1337,54.1258
8.4279,-6.0249,52.6556
8.4381,2.2849,55.6092
8.4473,-0.4198,56.8215
8.4568,-5.4333,57.4472
8.4669,-8.2245,57.3234
8.4758,-9.8681,54.5593
8.4852,-7.6999,53.0615
8.4947,1.4483,52.6369
8.5042,-2.9797,54.1903
8.5144,-5.4741,53.2319
8.5231,-12.6594,51.3682
8.5323,-12.3526,54.0969
8.5421,-9.4792,58.5277
8.5514,-11.6175,59.1148
8.5617,-7.8783,61.5558
8.5702,-7.7969,60.1577
8.5803,-5.7685,60.1967
8.5906,-5.9985,57.6544
8.5995,-3.6723,57.2242
8.6088,-1.2971,58.2431
8.6187,0.1090,59.0478
8.6285,-7.3121,59.3618
8.6388,-13.8239,60.4295
8.6474,-17.6770,57.0357
8.6572,-9.0406,60.2511
8.6667,-7.3202,59.9782
8.6762,-7.6112,58.0691
8.6858,-2.5487,55.5199
8.6949,-4.9977,62.8572
8.7050,5.2061,59.4858
8.7152,2.7924,56.6978
8.7239,-6.5348,61.3426
8.7334,-6.6272,62.9275
8.7425,-5.4217,63.7637
8.7519,-6.2811,64.1854
8.7618,-10.5924,60.9052
8.7705,-13.9721,58.4351
8.7807,-8.8621,59.7186
8.7900,-0.2435,60.5945
8.8001,-2.1910,58.8244
8.8099,2.0036,58.1936
8.8184,-1.5667,60.4862
8.8278,-6.9737,65.5384
8.8374,-0.6903,63.6499
8.8466,-0.7157,66.8614
8.8561,-0.6988,66.4987
8.8654,-7.2963,61.7717
8.8753,-6.4194,59.7525
8.8851,-5.1826,55.9602
8.8937,-7.0578,56.0823
8.9038,-3.3888,58.9792
8.9142,-4.3392,66.0414
8.9235,-2.0712,67.5349
8.9332,-10.2306,69.5039
8.9419,-1.6408,68.9410
8.9514,-3.5824,65.4422
8.9608,-6.4170,64.8475
8.9702,-9.4001,61.0553
8.9798,-5.1627,64.2694
8.9885,-2.6742,65.1921
8.9986,-1.4603,66.7286
9.0081,-5.8745,65.7903
9.0176,-4.6131,64.5705
9.0277,-1.7011,66.6139
9.0365,-0.2812,67.8214
9.0462,-1.3736,70.5078
9.0564,-3.2518,70.5744
9.0659,-5.7156,64.8499
9.0755,-1.4493,65.0039
9.0845,-2.8873,67.2836
9.0940,-4.5356,68.9988
9.1039,-9.4624,65.9974
9.1129,-11.2043,62.0537
9.1229,-6.7322,64.1709
9.1321,-4.4658,67.4198
9.1422,-7.5610,70.8262
9.1525,-4.0425,70.7697
9.1610,-7.4826,69.0659
9.1713,-8.5569,68.6213
9.1803,-2.5024,71.4927
9.1908,-4.0098,71.9009
9.2012,-6.3617,73.4983
9.2125,-1.7435,70.0996
9.2226,-5.9319,67.4601
9.2317,-7.4962,67.4707
9.2419,-2.7953,68.5103
9.2527,-0.3175,69.9196
9.2631,-2.4314,71.7202
9.2735,-6.3915,73.2569
9.2823,4.4451,69.8479
9.2925,-4.0716,70.3532
9.3023,-4.7175,71.7226
9.3122,-3.9629,70.8518
9.3227,-7.0000,70.2438
9.3330,-8.3864,67.5361
9.3440,-7.4329,68.4893
9.3530,-6.3141,70.4808
9.3630,-4.2480,73.2707
9.3732,-3.8047,73.6360
9.3833,-1.8435,73.0486
9.3930,-1.9156,71.8174
9.4019,-0.8614,72.3488
9.4121,-4.5530,70.9245
9.4218,-7.8809,69.8577
9.4318,-10.9690,67.0779
9.4420,-6.4592,68.7658
9.4531,-7.0518,71.2480
9.4635,-5.3086,72.2651
9.4726,-4.6701,73.3232
9.4832,-5.1385,73.5611
9.4937,-4.5834,75.3627
9.5037,-5.9442,72.8273
9.5135,-2.3261,72.7053
9.5229,-9.0509,71.7781
9.5331,-10.4967,70.7764
9.5432,-9.9633,70.5472
9.5532,-5.9023,72.6029
9.5631,-5.2922,73.9527
9.5721,-1.8197,77.6340
9.5823,-2.6779,73.9617
9.5919,-0.2833,77.2918
9.6022,-4.7036,74.7779
9.6124,-5.8944,74.6733
9.6222,-7.4839,73.0150
9.6323,-7.7097,74.5013
9.6422,-8.8490,72.1156
9.6533,-8.8974,69.9478
9.6629,-9.1618,71.6150
9.6725,-5.8328,75.2366
9.6828,-5.5578,75.8067
9.6932,-6.5626,76.4844
9.7031,-7.5609,74.4760
9.7130,-4.7817,75.9339
9.7219,-8.9644,73.2455
9.7321,-8.9826,71.0339
9.7442,-8.3996,70.3464
9.7540,-9.0778,72.3130
9.7648,-8.4460,73.4995
9.7738,-6.6171,72.6060
9.7844,-1.2685,74.4668
9.7950,-3.8616,75.6791
9.8053,-4.0247,74.0019
9.8155,-9.7486,72.8664
9.8242,-10.3399,70.1425
9.8340,-11.2371,68.7741
9.8442,-10.6507,72.9006
9.8537,-11.2121,72.7392
9.8636,-9.7033,72.7029
9.8744,-7.7534,71.2951
9.8842,-7.3417,72.1481
9.8950,-5.6948,73.4983
9.9041,-5.1356,70.8610
9.9144,-7.6737,68.7855
9.9247,-7.9487,67.4074
9.9368,-9.3976,66.8723
9.9470,-8.3318,67.3816
9.9561,-6.2219,69.2787
9.9655,-5.6626,69.3516
9.9757,-6.0821,70.1292
9.9844,-5.3071,68.8487
9.9945,-4.7415,69.5116
10.0050,-6.3892,68.1594
10.0148,-9.5424,64.5234
10.0257,-12.8379,60.3237
10.0348,-8.4516,61.3430
10.0446,-8.3443,61.9879
10.0546,-9.4759,64.5967
10.0635,-7.4321,65.7460
10.0746,-6.3277,66.6628
10.0840,-7.8059,63.7716
10.0940,-5.0874,61.8430
10.1040,-7.0930,61.3920
10.1128,-7.9499,60.0664
10.1227,-9.4189,60.0844
10.1327,-10.0794,59.4339
10.1415,-9.0317,59.6861
10.1608,-7.9110,60.4371
10.1712,-5.5555,60.4362
10.1807,-7.0752,60.1157
10.1910,-6.9405,58.3717
10.1995,-8.8692,57.5772
10.2092,-5.8335,57.3443
10.2195,-3.8575,56.7478
10.2290,-3.2966,56.7892
10.2388,-4.0144,56.1970
10.2483,-4.2111,57.3733
10.2578,-8.9732,54.6989
10.2681,-8.0196,53.5498
10.2769,-7.9302,54.8885
10.2869,-5.6738,54.1883
10.2959,-6.7232,53.5767
10.3064,-6.7604,53.9752
10.3162,-4.0482,53.1143
10.3257,-5.1682,52.2555
10.3358,-5.9289,52.3343
10.3448,-10.3004,50.3892
10.3549,-8.9777,50.8835
10.3645,-8.6583,51.0137
10.3741,-10.4287,50.7494
10.3838,-8.8189,50.9004
10.3923,-6.6146,51.3075
10.4017,-4.1738,51.9033
10.4115,-2.2871,51.6248
10.4209,-0.5650,51.5503
10.4311,-2.0259,48.2373
10.4400,-5.1137,45.3166
10.4502,-10.9494,42.3003
10.4602,-9.3055,43.8156
10.4693,-6.8920,44.1792
10.4789,-6.7455,43.8767
10.4881,-7.9044,44.5420
10.4978,-6.9669,44.0781
10.5078,-6.5944,45.5707
10.5164,-3.4139,44.7889
10.5260,-1.5650,44.9101
10.5351,0.7599,44.6230
10.5453,-4.0076,41.6556
10.5560,-6.9901,39.1670
10.5653,-8.8384,39.8464
10.5750,-8.3673,39.4536
10.5838,-6.1483,39.3492
10.5943,-5.4804,40.0201
10.6036,-5.3083,40.2277
10.6131,-4.4003,40.2614
10.6226,-1.5633,40.3026
10.6314,-0.0417,41.2944
10.6418,-1.9403,39.4328
10.6516,-6.5606,36.0353
10.6611,-9.5421,34.3422
10.6713,-9.1458,34.8252
10.6800,-8.9567,36.1919
10.6901,-5.9713,34.3382
10.7000,-8.4440,39.2826
10.7098,-6.2607,41.4701
10.7193,-2.7988,41.7683
10.7282,-2.5726,41.6683
10.7396,1.4914,40.5547
10.7501,0.0730,37.5090
10.7591,-3.6901,35.4481
10.7689,-3.0342,32.6009
10.7807,-3.3331,31.3537
10.7908,-2.8703,29.4799
10.8013,-1.7222,29.1104
10.8100,-14.3893,33.1161
10.8198,-0.6482,29.1398
10.8295,-21.0456,38.2250
10.8468,-2.2848,29.7948
10.8568,-4.9808,25.8114
10.8675,-6.5507,27.7345
10.8779,5.6455,20.5840
10.8884,-7.9674,32.5082
10.8973,-1.3555,30.7636
10.9084,3.0857,28.9583
10.9189,1.5836,30.8680
10.9290,1.2152,31.7185
10.9396,2.5427,29.5031
10.9486,1.8337,27.9631
10.9588,-0.1906,24.3833
10.9697,-6.7080,21.5509
10.9798,-7.6551,19.5401
10.9902,-10.1851,21.2016
10.9990,-7.2788,20.1895
11.0098,-4.2760,19.0593
11.0200,-3.2179,19.8026
11.0305,-1.9128,21.2858
11.0411,-0.9643,24.0979
11.0503,-0.6723,24.4456
11.0616,1.2149,23.9773
11.0719,0.0756,20.9984
11.0823,-6.0341,16.2062
11.0923,-8.5061,14.6193
11.1012,-9.1543,14.7649
11.1121,-3.9941,14.6006
11.1230,0.8750,15.2911
11.1331,0.4793,19.3740
11.1436,-2.1421,20.7831
11.1529,-3.5134,22.0021
11.1633,0.8005,20.3019
11.1754,3.2045,22.3100
11.1848,-0.1326,19.0313
11.1944,-4.6468,14.0964
11.2030,-8.1423,10.7215
11.2132,-7.7481,7.7921
11.2228,-8.5962,8.8899
11.2315,-5.4943,10.0036
11.2421,-1.6686,8.2405
11.2526,-2.0919,10.2684
11.2633,0.1690,11.5447
11.2734,2.4397,12.6150
11.2822,2.2546,16.1826
11.2927,2.8617,17.6876
11.3023,4.0966,16.4677
11.3111,2.7691,12.1001
11.3208,-8.0123,5.2865
11.3308,-15.8387,5.4767
11.3394,-12.7678,3.6327
11.3494,-8.1163,4.3535
11.3595,-4.3647,4.2795
11.3684,-3.7564,5.1702
11.3779,-5.1782,7.0656
11.3878,-6.2558,9.9386
11.3964,-5.2863,11.5950
11.4063,-2.8900,13.4279
11.4165,-2.2822,14.3252
11.4266,-3.2169,11.4028
11.4363,-6.4227,8.8084
11.4452,-9.6930,5.2760
11.4557,-7.8880,3.3555
11.4656,-6.5797,3.5859
11.4743,-5.1804,3.5785
11.4846,-3.9913,6.7929
11.4942,-6.2187,4.6135
11.5032,-6.4472,6.5071
11.5132,-5.9253,9.8535
11.5226,-6.3252,7.1707
11.5313,-9.6542,4.0214
11.5412,-9.1922,1.4307
11.5512,-6.6633,1.5254
11.5618,-3.8235,-1.9620
11.5722,-2.4461,-0.8775
11.5820,-2.2089,-2.0378
11.5927,-3.0038,0.8363
11.6015,-3.3807,2.6984
11.6117,-0.7870,2.5162
11.6213,-1.6832,3.2821
11.6310,-0.4365,3.1836
11.6415,-2.0927,0.6220
11.6508,-4.4954,-2.5978
11.6614,-5.0249,-0.6674
11.6715,-2.0952,-5.2088
11.6804,-0.5287,-7.1194
11.6912,-1.4912,-5.7685
11.7027,-0.2294,-3.1326
11.7127,-1.9926,-0.8699
11.7234,1.0509,1.3413
11.7322,-3.8783,-0.6218
11.7423,-3.7505,-0.1764
11.7532,-3.9849,0.0866
11.7632,-0.7753,-1.9386
11.7734,-4.4815,-5.4283
11.7825,-4.8534,-5.2590
11.7928,-5.9306,-1.8760
11.8031,-2.9458,-2.9029
11.8129,-1.1284,-4.7331
11.8230,-4.6795,-3.0935
11.8334,-3.7688,-2.4064
11.8447,-1.1577,-2.3301
11.8549,0.2291,-1.2030
11.8654,-1.3943,-0.5664
11.8755,-3.8954,-3.1275
11.8844,-5.7795,-5.1275
11.8947,-5.9767,-4.5428
11.9044,-3.3508,-6.1603
11.9132,-0.5901,-7.3068
11.9237,-3.5143,-5.0111
11.9337,-0.8424,-8.2755
11.9426,-2.7471,-5.5005
11.9526,-2.8339,-4.4874
11.9638,-0.1980,-3.5666
11.9725,-0.9456,-2.1002
11.9825,0.0000,-4.0957
11.9925,-0.7646,-5.6498
12.0028,-2.8258,-5.7964
12.0133,-2.6932,-9.8874
12.0226,-3.4823,-7.8689
12.0326,-4.2555,-5.6407
12.0435,-3.6062,-5.3318
12.0522,-3.4125,-5.3192
12.0630,-3.2221,-3.9360
12.0733,-3.3864,-4.2016
12.0823,-2.7949,-4.4718
12.0919,-2.0929,-5.6317
12.1020,-2.4103,-6.4484
12.1109,-3.3164,-8.3015
12.1214,-4.3521,-9.7207
12.1311,-4.9567,-13.1886
12.1400,-15.0853,-16.8481
12.1508,-7.9989,-24.5506
12.1610,-9.8616,-16.7091
12.1717,-4.1611,14.8900
12.1819,2.6790,11.4393
12.1924,13.1244,-11.4646
12.2021,14.2585,-25.1734
12.2117,3.4577,-17.9100
12.2218,0.3775,-12.5578
12.2315,4.3467,-8.7187
12.2427,-9.2336,-8.0378
12.2524,-10.7493,-10.1424
12.2694,-4.4471,-12.8339
12.2813,-1.8182,-9.6667
12.2915,-2.9832,-12.2137
12.3003,-2.3225,-14.7326
12.3110,1.7017,-14.7278
12.3207,1.0932,-13.2919
12.3305,0.7644,-11.7287
12.3409,4.9925,-13.0288
12.3518,6.3595,-14.7417
12.3614,-7.0500,-17.6045
12.3713,-6.8052,-14.5342
12.3809,-4.3214,-14.8563
12.3917,0.7504,-16.9919
12.4014,-2.4092,-20.0206
12.4107,-5.4971,-18.3253
12.4206,-5.0348,-16.3785
12.4312,1.0445,-14.7561
12.4407,7.1446,-13.3398
12.4509,8.0266,-12.2470
12.4594,2.1810,-14.3216
12.4683,5.9145,-16.3736
12.4788,2.0295,-15.0774
12.4889,-8.2481,-19.6902
12.4982,-10.6060,-20.9317
12.5083,-8.1938,-19.3292
12.5247,-1.6441,-18.2252
12.5334,0.5448,-17.2842
12.5437,-3.6673,-15.4595
12.5539,-2.2752,-15.5100
12.5626,-0.7722,-15.1694
12.5719,0.3049,-15.0116
12.5818,0.6056,-11.3941
12.5915,-1.5131,-11.7938
12.6017,-2.0153,-14.5089
12.6103,-2.8370,-21.6754
12.6200,-6.5447,-22.1537
12.6296,-4.1296,-20.8163
12.6391,-1.7296,-18.5056
12.6491,-2.1842,-16.6378
12.6576,-3.6743,-16.5449
12.6678,-3.3386,-16.2122
12.6777,-1.9025,-15.8672
12.6866,1.8017,-14.1206
12.6968,0.0276,-14.3876
12.7063,-0.2006,-13.7581
12.7158,-5.3641,-16.4219
12.7256,-3.3953,-17.9837
12.7343,-2.6647,-16.6123
12.7448,-3.1452,-16.5567
12.7540,-3.9753,-16.9778
12.7641,-5.0662,-16.2288
12.7744,-2.4459,-14.5534
12.7852,0.9831,-11.8671
12.7951,1.7896,-11.8236
12.8038,-0.2010,-11.0649
12.8138,-0.2297,-12.4586
12.8241,-1.9961,-11.5825
12.8334,-0.3958,-13.2075
12.8435,-1.7111,-13.9985
12.8524,-4.0476,-14.3780
12.8622,-6.2028,-13.8745
12.8719,-6.7452,-15.0428
12.8806,-12.3441,-18.4650
12.8904,-18.5725,-17.4298
12.9008,-18.1914,-18.4809
12.9112,-13.3341,-21.8422
12.9211,-3.7748,-17.2582
12.9299,-5.6793,-22.2111
12.9403,-11.6326,-23.8788
12.9492,-10.1282,-25.2516
12.9597,-12.5474,-15.5955
12.9698,-11.4320,-15.4760
12.9789,-11.0277,-15.6106
12.9886,-13.5422,-13.6772
12.9982,-12.7880,-14.4552
13.0078,-11.4357,-13.2514
13.0182,-6.0066,-11.6957
13.0285,-14.4124,-15.8666
13.0385,-22.1415,-13.6707
13.0484,-26.0627,-17.7232
13.0570,-26.9338,-16.3004
13.0673,-26.1017,-19.4385
13.0773,-23.0548,-20.1203
13.0862,-23.9640,-18.4122
13.0964,-21.8657,-19.0113
13.1071,-17.6191,-16.1881
13.1168,-18.8393,-14.1573
13.1268,-21.1865,-12.7560
13.1355,-22.4109,-12.3128
13.1452,-25.3454,-14.5418
13.1551,-29.2552,-22.0222
13.1638,-30.2196,-23.4374
13.1739,-30.8953,-26.5302
13.1842,-31.1956,-27.6648
13.1935,-34.3662,-21.0997
13.2036,-32.7557,-18.9731
13.2141,-34.9639,-19.2281
13.2235,-34.0778,-17.8108
13.2329,-33.1861,-16.5635
13.2414,-30.3907,-17.3385
13.2510,-27.1235,-17.5086
13.2615,-22.3251,-18.5968
13.2710,-21.5641,-21.4031
13.2815,-34.0878,-20.1360
13.2903,-35.9970,-21.8902
13.3002,-47.5850,-16.6660
13.3100,-47.5014,-16.7367
13.3200,-39.6135,-23.2238
13.3294,-38.4561,-28.9385
13.3397,-36.3213,-22.2100
13.3483,-31.2354,-16.4556
13.3588,-29.0597,-15.8006
13.3688,-33.7875,-20.7066
13.3785,-34.4365,-14.1777
13.3885,-31.1643,-18.6934
13.3970,-29.4263,-18.7112
13.4070,-34.8329,-17.8428
13.4170,-41.5854,-17.4325
13.4264,-47.9354,-16.9229
13.4364,-48.1433,-22.5423
13.4452,-49.9617,-21.8061
13.4561,-52.3957,-18.8163
13.4661,-52.5203,-20.1642
13.4757,-45.0874,-24.5877
13.4858,-42.1304,-25.4107
13.4956,-44.2228,-25.1367
13.5049,-46.6228,-23.5872
13.5150,-55.6061,-17.8527
13.5257,-58.7220,-16.3751
13.5356,-60.1090,-18.6396
13.5453,-57.3071,-17.0831
13.5540,-56.2801,-21.8478
13.5644,-56.1528,-23.4921
13.5743,-56.3195,-24.1312
13.5829,-57.0595,-23.3162
13.5927,-59.1861,-20.3060
13.6026,-65.2250,-16.6144
13.6127,-61.1099,-21.6512
13.6231,-64.2921,-13.4065
13.6337,-62.2176,-18.4790
13.6441,-63.0464,-18.2141
13.6542,-64.1329,-18.5184
13.6633,-63.1497,-20.1641
13.6737,-65.3479,-16.7215
13.6838,-66.0528,-18.2676
13.6935,-68.6607,-15.3876
13.7035,-68.1606,-16.6585
13.7142,-68.7986,-16.9484
13.7244,-64.5022,-21.7078
13.7340,-67.7019,-17.9250
13.7427,-67.6800,-18.7612
13.7527,-72.0793,-14.8039
13.7633,-75.0218,-12.5625
13.7720,-76.4891,-8.1958
13.7823,-79.9486,-3.6677
13.7930,-76.0390,-8.6801
13.8027,-74.3428,-12.6918
13.8132,-73.7059,-13.7676
13.8217,-71.9638,-16.6091
13.8316,-65.3206,-23.9774
13.8421,-65.7848,-24.2150
13.8510,-72.2175,-17.7825
13.8607,-76.0466,-13.8948
13.8707,-75.9541,-13.7945
13.8803,-79.0803,-10.7464
13.8908,-79.2253,-10.5368
13.9010,-80.3712,-9.3504
13.9108,-82.5851,-6.5614
13.9210,-80.1562,-9.3019
13.9298,-78.6116,-11.1772
13.9401,-78.3853,-11.5671
13.9502,-77.4633,-12.3278
13.9592,-79.7208,-9.3282
13.9690,-82.0544,-4.4196
13.9785,-83.2954,-3.8595
13.9882,-81.9184,-5.1854
13.9980,-81.5214,-5.3089
14.0091,-81.7435,-6.0481
14.0191,-79.1983,-8.3274
14.0295,-79.7236,-9.3442
14.0444,-77.6937,-10.8931
14.0545,-78.2281,-9.6476
14.0644,-78.7222,-10.1750
14.0739,-78.3144,-11.0575
14.0833,-78.1958,-8.8746
14.0922,-78.6874,-7.9524
14.1025,-78.7149,-5.7284
14.1124,-80.7958,-4.8666
14.1220,-80.7747,-7.2701
14.1319,-76.2212,-12.5741
14.1407,-72.4838,-17.0453
14.1505,-72.1543,-17.5518
14.1605,-76.0168,-12.3147
14.1697,-77.4525,-9.3697
14.1793,-79.6482,-6.4129
14.1880,-80.2862,-6.7721
14.1984,-80.3847,-6.6873
14.2081,-82.5888,-3.7975
14.2176,-78.9276,-5.8787
14.2278,-79.2831,-5.5717
14.2379,-79.5000,-5.9716
14.2483,-78.8724,-7.7279
14.2579,-78.2307,-8.9374
14.2679,-77.3996,-9.7607
14.2781,-77.4557,-9.2267
14.2867,-78.3205,-8.0582
14.2966,-79.2682,-7.7469
14.3071,-79.6339,-5.8386
14.3167,-80.0461,-5.0642
14.3260,-81.1941,-3.6508
14.3350,-80.5240,-1.8985
14.3449,-81.1717,-2.8320
14.3552,-78.6575,-7.4289
14.3638,-78.2368,-8.0107
14.3736,-78.0118,-8.4112
14.3828,-76.3731,-12.9450
14.3940,-74.5465,-15.2318
14.4039,-72.5878,-17.1806
14.4125,-73.1706,-16.6406
14.4226,-73.6821,-16.2030
14.4324,-76.7133,-13.1918
14.4423,-81.0306,-8.8262
14.4524,-80.2055,-8.8375
14.4618,-80.9679,-8.8929
14.4721,-80.3447,-9.3117
14.4808,-81.4930,-8.0761
14.4910,-83.0550,-6.7627
14.5008,-82.6927,-7.3050
14.5096,-77.6186,-12.3514
14.5198,-74.2647,-15.6047
14.5288,-76.1650,-12.8082
14.5383,-76.3801,-11.7654
14.5485,-77.3657,-10.0035
14.5573,-78.3449,-10.0973
14.5670,-78.5750,-9.8566
14.5766,-83.0262,-5.0064
14.5866,-78.9190,-10.6847
14.5970,-79.0542,-7.9815
14.6063,-78.8591,-9.7452
14.6161,-76.5077,-11.0621
14.6247,-73.8003,-13.0493
14.6346,-68.4715,-17.8841
14.6444,-66.4560,-19.0271
14.6530,-66.3345,-19.0751
14.6624,-66.5384,-18.2437
14.6720,-68.9610,-15.7786
14.6815,-72.8313,-10.7809
14.6914,-73.7726,-10.4328
14.6999,-74.9042,-9.5531
14.7096,-73.3493,-10.8048
14.7222,-66.7775,-12.9197
14.7307,-65.5177,-12.6336
14.7407,-64.0790,-18.2366
14.7501,-67.3701,-13.7229
14.7598,-64.8670,-14.0500
14.7697,-61.6402,-14.3520
14.7782,-65.0337,-11.0958
14.7880,-61.9076,-13.9304
14.7972,-60.2417,-11.9018
14.8072,-59.8314,-14.0045
14.8167,-59.8795,-10.9525
14.8252,-64.7361,-11.3184
14.8446,-58.1896,-14.2653
14.8547,-54.6338,-15.6868
14.8636,-51.7733,-13.8530
14.8737,-49.8819,-14.9802
14.8833,-52.7231,-19.4487
14.8929,-48.7835,-21.4310
14.9030,-50.8103,-19.3593
14.9119,-49.3763,-18.9142
14.9216,-52.8983,-17.5333
14.9320,-55.2300,-17.4679
14.9421,-47.7849,-12.4072
14.9524,-48.2766,-11.4925
14.9610,-44.5629,-18.8813
14.9709,-41.4366,-16.3244
14.9802,-40.4763,-20.8074
14.9908,-38.6709,-22.2518
15.0003,-40.4218,-19.5480
15.0099,-46.2381,-20.7802
15.0201,-46.3947,-20.8807
15.0289,-47.0719,-18.4179
15.0386,-48.4345,-19.2126
15.0487,-44.6070,-22.7576
15.0577,-38.7264,-20.7597
15.0684,-39.0476,-23.2415
15.0776,-36.5218,-25.2189
15.0879,-35.4977,-25.1435
15.0978,-31.2741,-24.3363
15.1077,-31.1015,-24.4120
15.1176,-34.5523,-21.9014
15.1264,-35.1305,-20.9456
15.1369,-38.9062,-20.5954
15.1471,-36.3053,-17.5219
15.1571,-37.0154,-20.3426
15.1672,-38.4695,-22.5493
15.1769,-31.2659,-18.9749
15.1857,-28.4220,-18.2542
15.1961,-29.7113,-19.6242
15.2062,-27.3470,-21.4054
15.2156,-27.9960,-17.2310
15.2260,-38.9519,-16.9233
15.2354,-29.8995,-18.8161
15.2454,-31.3526,-14.6938
15.2564,-24.9081,-18.5511
15.2654,-22.4829,-21.6006
15.2756,-20.0881,-21.5737
15.2856,-20.4515,-19.6634
15.2943,-21.9918,-19.7122
15.3046,-21.3614,-15.2572
15.3140,-35.2267,-18.8939
15.3238,-31.1025,-15.8144
15.3338,-31.8783,-15.4044
15.3427,-30.8310,-19.0252
15.3529,-25.0759,-17.0795
15.3618,-23.1144,-20.7472
15.3717,-20.6144,-27.7754
15.3822,-16.0236,-27.4496
15.3910,-14.5037,-25.9647
15.4007,-15.2481,-25.0556
15.4104,-13.2330,-21.6533
15.4192,-19.3710,-21.7764
15.4289,-24.8967,-20.2933
15.4385,-29.1004,-18.7481
15.4485,-22.3045,-16.7671
15.4588,-20.5187,-17.9182
15.4709,-22.4049,-23.8414
15.4796,-17.3321,-22.8921
15.4926,-7.9953,-27.3836
15.5025,-7.8600,-28.3674
15.5175,-15.4543,-23.2567
15.5275,-23.8113,-22.6098
15.5366,-17.7602,-19.5655
15.5464,-16.5569,-13.3108
15.5573,-20.8153,-13.8241
15.5659,-17.4782,-15.8739
15.5759,-14.4923,-17.0999
15.5860,-12.3464,-21.2723
15.5946,-10.4284,-24.0680
15.6045,-11.1665,-23.4532
15.6145,-11.1816,-21.9090
15.6239,-20.1311,-24.9319
15.6334,-14.9547,-17.4483
15.6438,-6.9225,-18.1085
15.6543,-6.3203,-18.0781
15.6646,-6.2458,-20.4811
15.6734,-9.3420,-20.5711
15.6833,-12.8408,-19.0103
15.6936,-14.0074,-19.9370
15.7024,-14.8991,-22.5931
15.7123,-10.3534,-22.6508
15.7225,-10.1718,-19.7956
15.7319,-7.5532,-21.0697
15.7417,-6.1245,-19.2284
15.7518,-2.8302,-16.9384
15.7624,-1.3067,-13.0110
15.7730,-2.6862,-13.6329
15.7832,-9.7698,-6.0045
15.7932,-16.2569,-12.5518
15.8031,-8.9695,-9.8201
15.8119,-7.1947,-11.9445
15.8222,-1.6063,-12.0087
15.8321,1.9860,-13.2505
15.8407,4.1709,-11.6855
15.8513,2.1319,-14.7214
15.8613,1.0291,-13.5776
15.8706,-4.2450,-14.0719
15.8807,-7.5861,-12.2926
15.8911,-4.6249,-9.6158
15.9000,0.4035,-10.5647
15.9100,2.4384,-12.6245
15.9203,3.7578,-10.7089
15.9293,-2.1710,-9.8002
15.9387,5.4247,-14.1270
15.9486,8.1976,-13.9830
15.9583,9.7180,-11.9109
15.9687,13.5277,-13.6691
15.9785,16.7670,-12.1859
15.9887,15.5674,-11.3384
15.9984,16.2271,-16.8170
16.0070,16.3385,-9.9668
16.0167,14.5745,-12.0049
16.0263,12.1304,-9.9305
16.0350,12.0101,-8.0383
16.0448,14.2588,-8.6415
16.0549,14.3123,-13.0460
16.0637,14.8713,-18.2298
16.0740,14.6951,-14.3336
16.0841,14.8728,-18.8157
16.0937,17.6476,-16.5280
16.1037,15.3359,-15.0186
16.1144,13.8538,-16.6522
16.1242,14.9569,-13.0297
16.1340,17.9633,-14.0225
16.1437,15.8232,-12.6707
16.1544,14.7979,-18.4546
16.1642,15.8717,-14.1489
16.1732,19.6932,-13.6760
16.1834,24.5293,-9.8747
16.1934,30.3955,-8.5806
16.2022,27.8285,-8.8202
16.2120,20.8967,-17.0437
16.2217,20.8327,-13.9422
16.2312,20.4201,-16.4171
16.2408,16.6831,-14.6771
16.2508,21.8609,-0.7945
16.2596,27.2154,-2.2567
16.2701,28.9723,-4.4722
16.2812,28.3675,-0.2067
16.2912,30.1587,-1.3365
16.3011,32.4602,-5.1828
16.3117,32.6326,-10.8586
16.3215,31.6378,-15.2629
16.3316,31.2425,-18.2001
16.3405,25.4786,-26.1100
16.3511,30.3283,-16.0949
16.3608,29.1566,-12.3838
16.3696,28.1347,-17.5250
16.3798,31.3353,-4.5460
16.3905,34.4242,-1.5374
16.4001,36.4367,-3.0480
16.4109,35.4837,-1.7409
16.4212,35.7291,-6.3315
16.4313,35.9712,-8.3898
16.4410,36.2447,-13.1428
16.4498,35.0273,-12.1642
16.4597,36.7410,-13.9093
16.4703,35.7035,-17.5431
16.4794,32.2291,-14.1132
16.4893,32.9502,-14.3825
16.5000,35.9276,-14.0579
16.5089,36.0571,-10.7337
16.5189,38.9537,-7.9443
16.5289,40.0837,-9.6967
16.5379,42.7150,-6.2287
16.5473,40.3614,-3.5469
16.5572,43.8236,-7.2923
16.5671,39.9515,-1.3358
16.5793,38.7430,-6.1840
16.5901,37.9814,-7.5553
16.5995,38.2043,-6.4757
16.6092,41.5056,-8.4838
